sentence,item_start,item_end,amount_start,amount_end
"Yesterday, cabbage plants was given for 26795 INR per kilo.",11,25,40,45
"Earlier today, I invested 29167 rupees for buying Onion.",50,55,26,31
"Early morning, For soybean seeds, the price was 27511 Rs..",19,32,48,53
"In the evening, Today, drip irrigation kit is sold for 44968 ₹.",23,42,55,60
"Last month, Bottle Gourd is fetching 42693 ₹ this season.",12,24,37,42
"Today, Farmer purchased solar for 40268 ₹.",24,29,34,39
solar water pump price today is 38708 ₹.,0,16,32,37
"Last month, Acquired milking machine by paying 47923 Rs..",21,36,47,52
"Last month, Sale price of Fig was 44778 rupees.",26,29,34,39
"Around noon, I spent 1043 ₹ on butter.",31,37,21,25
"Just now, goats is sold for 16069 ₹ today.",10,15,28,33
"In the evening, Strawberry fetched 13540 Rs. at the auction.",16,26,35,40
"Just now, This season, I paid 39253 ₹ for Pumpkin.",42,49,30,35
"Today, Farmer earned 14990 INR from farm fencing sales.",36,48,21,26
"In the evening, Paid full amount 39038 ₹ for Bitter Gourd delivery.",45,57,33,38
"Last month, The bill for Snake Gourd came to 28105 rupees.",25,36,45,50
"Just now, Got 12012 ₹ for Radish this morning.",26,32,14,19
"Just now, Sale price of seedling trays was 47493 INR.",24,38,43,48
"Earlier today, Spent 2401 rupees on purchasing Plum for my farm.",47,51,21,25
"Earlier today, cocoa pods purchase cost us 48507 rupees.",15,25,43,48
"Recently, Paid full amount 31906 rupees for avocados delivery.",44,52,27,32
"Yesterday, Amount due for pigs is 24296 ₹.",26,30,34,39
"A week ago, Spent 30803 Rs. on purchasing pesticide for my farm.",42,51,18,23
"Just now, Paid 25615 ₹ to buy Pear.",30,34,15,20
"A week ago, Today, Date Palm is sold for 29718 ₹.",19,28,41,46
"In March, I spent 28376 Rs. on Green Beans last month.",31,42,18,23
"Recently, garlic bulbs is sold for 48819 INR today.",10,22,35,40
"In March, They charged 16574 INR for jackfruit.",37,46,23,28
"A week ago, Harvested Beet root and sold for 19189 ₹.",22,31,45,50
"In March, Advance of 47983 rupees paid for honey extractor.",43,58,21,26
"A week ago, Amount due for Potato is 2484 INR.",27,33,37,41
"On Monday, Got 15857 rupees for turkeys this morning.",32,39,15,20
"In the evening, I gave 36488 ₹ as investment for bonsai trees.",49,61,23,28
"Today, We sold Sweet Potato for 35837 Rs. today.",15,27,32,37
"Last month, Paid 35070 Rs. to buy onion seeds.",34,45,17,22
"During the season, Received 29897 Rs. from selling rice seeds.",51,61,28,33
"During the season, mango saplings purchase cost us 6826 rupees.",19,33,51,55
"Today, Market sale of drip irrigation system gave 49041 Rs..",22,44,50,55
"Recently, We sold banana plants for 30907 Rs. today.",18,31,36,41
"Yesterday, ₹49308 was given to buy donkeys.",35,42,12,17
"Earlier today, Paid full amount 4368 ₹ for pesticide delivery.",43,52,32,36
"In the evening, The invoice for wheat seeds shows 24316 rupees.",32,43,50,55
"Last month, I had to pay 26098 INR for Orange.",39,45,25,30
"During the season, I had to pay 33326 rupees for corn seeds.",49,59,32,37
"Last month, Sold Sweet Corn in the market and earned 44340 INR.",17,27,53,58
"During the season, Rs. 49166 was spent on ghee.",42,46,23,28
"Today, Farmer purchased soybean seeds for 17699 rupees.",24,37,42,47
"Last month, In the local market, buffalo is priced at 25069 Rs..",33,40,54,59
"Recently, Market sale of Pineapple gave 1872 rupees.",25,34,40,44
"Recently, Quoted price for Fig is 41124 ₹.",27,30,34,39
"Yesterday, The bill for yogurt came to 22782 INR.",24,30,39,44
"During the season, Spent 29543 ₹ on purchasing marigold flowers for my farm.",47,63,25,30
"Yesterday, For buffalo, the price was 46029 INR.",15,22,38,43
"Last month, Snake Gourd was given for 8096 INR per kilo.",12,23,38,42
"Early morning, coconut trees fetched 8266 rupees at the auction.",15,28,37,41
"Early morning, seedling trays was given for 5301 rupees per kilo.",15,29,44,48
"Yesterday, The bill for papaya came to 47377 rupees.",24,30,39,44
"Just now, Payment of 25975 rupees was made for biogas plant.",47,59,21,26
Got 45244 rupees for dragon fruit this morning.,21,33,4,9
"Recently, rice seeds was sold for 24057 rupees yesterday.",10,20,34,39
"In March, Settled 18739 Rs. for greenhouse setup purchase.",32,48,18,23
"During the season, Purchased ginger at 40527 rupees.",29,35,39,44
"Today, Received 24922 rupees from selling Turnip.",42,48,16,21
"Yesterday, Purchased wind turbines at 43074 ₹.",21,34,38,43
"Today, Sold seedling trays in the market and earned 7287 ₹.",12,26,52,56
"In March, Harvested Jackfruit and sold for 36225 INR.",20,29,43,48
"In March, Farmer earned 25954 Rs. from bees sales.",39,43,24,29
"Last month, Ridge Gourd was sold for 39689 INR yesterday.",12,23,37,42
"A week ago, For Bottle Gourd, the price was 33326 rupees.",16,28,44,49
"Early morning, Settled 36225 ₹ for cow purchase.",35,38,23,28
Got 45858 INR for lily bulbs this morning.,18,28,4,9
"A week ago, Amount due for lemons is 30166 ₹.",27,33,37,42
"Just now, Around noon, I spent 36493 Rs. on beehives.",44,52,31,36
"In March, Rs. 21781 was spent on solar.",33,38,14,19
"A week ago, Sale price of sugarcane was 14389 ₹.",26,35,40,45
"Recently, The expense for donkeys was 40594 ₹.",26,33,38,43
"Last month, Paid full amount 2401 rupees for butter delivery.",45,51,29,33
"Last month, Harvest of turkeys brought in 4138 rupees.",23,30,42,46
"In March, Harvest of lychee brought in 8815 rupees.",21,27,39,43
"Today, We spent 48093 ₹ on Pumpkin repair.",27,34,16,21
"Last month, We sold Blueberry for 31632 rupees today.",20,29,34,39
"Yesterday, Sale price of lemons was 25091 ₹.",25,31,36,41
"On Monday, Peach price today is 2041 Rs..",11,16,32,36
"Just now, drip irrigation system goes for 5935 INR these days.",10,32,42,46
"Early morning, Harvested bonsai trees and sold for 28380 INR.",25,37,51,56
"Early morning, They charged 37205 rupees for lily bulbs.",45,55,28,33
"Earlier today, We sold almond trees for 17601 Rs. today.",23,35,40,45
"In the evening, In the local market, chickens is priced at 15851 INR.",37,45,59,64
"Last month, Cost of Sapota (Chikoo) amounted to 47131 ₹.",20,35,48,53
"In March, Beetroot is billed at 10021 rupees.",10,18,32,37
"In March, Sold Watermelon in the market and earned 46618 INR.",15,25,51,56
"In March, Used 28181 ₹ to buy Brinjal.",30,37,15,20
"Today, figs is fetching 7980 Rs. this season.",7,11,24,28
"Early morning, I gave 46376 ₹ as investment for lavender plants.",48,63,22,27
"A week ago, We bought fertilizer for 37115 rupees at the weekly market.",22,32,37,42
"Early morning, pigs is billed at 35837 ₹.",15,19,33,38
"Just now, olive saplings was given for 20497 Rs. per kilo.",10,24,39,44
"Early morning, In the local market, Bottle Gourd is priced at 43392 Rs..",36,48,62,67
Today’s market rate for Apple is 31371 rupees.,24,29,33,38
"Earlier today, We sold hay bales for 26125 rupees today.",23,32,37,42
"Yesterday, Cost of oranges amounted to 28585 rupees.",19,26,39,44
"Just now, Used 19334 Rs. to buy jamun saplings.",32,46,15,20
"Early morning, Used 9343 INR to buy Pineapple.",36,45,20,24
"Last month, Bought Jackfruit today and paid 42588 INR.",19,28,44,49
"Today, Amount due for solar water pump is 45787 rupees.",22,38,42,47
"Last month, Harvested Drumstick and sold for 25828 INR.",22,31,45,50
"On Monday, milk purchase came to 21751 ₹.",11,15,33,38
"During the season, seed drill price today is 29350 INR.",19,29,45,50
Rs. 25423 was spent on dragon fruit.,23,35,4,9
"Recently, Used 5050 Rs. to buy Peas.",31,35,15,19
"Today, mango saplings is sold for 25852 ₹.",7,21,34,39
"Last month, sunflower seeds purchase came to 45064 rupees.",12,27,45,50
"Today, The cost of soybean seeds is 6908 INR.",19,32,36,40
"A week ago, Spent 18967 rupees on purchasing olive saplings for my farm.",45,59,18,23
"Early morning, In the local market, Peas is priced at 34905 INR.",36,40,54,59
"Early morning, The cost of herbicide is 49071 rupees.",27,36,40,45
"In the evening, I gave 7615 ₹ as investment for raspberry plants.",48,64,23,27
"On Monday, Market sale of aquaculture supplies gave 4518 INR.",26,46,52,56
"Last month, papaya is billed at 22970 rupees.",12,18,32,37
"Earlier today, Farmer purchased donkeys for 24950 Rs..",32,39,44,49
"Today, Harvest of weed killer brought in 47845 rupees.",18,29,41,46
"Early morning, Bought seed drill today and paid 25960 Rs..",22,32,48,53
"A week ago, Paid full amount 34749 ₹ for buffalo delivery.",41,48,29,34
"Recently, rose plants is worth 16985 ₹ now.",10,21,31,36
"In the evening, The expense for jamun saplings was 6064 Rs..",32,46,51,55
"Today, Paid 14695 Rs. to buy buffalo.",29,36,12,17
₹5237 was given to buy grapes.,23,29,1,5
"On Monday, tea leaves purchase came to 43837 INR.",11,21,39,44
"In March, Acquired ginger by paying 27954 ₹.",19,25,36,41
"During the season, I invested 40409 Rs. for buying Jackfruit.",51,60,30,35
"In March, beehives purchase came to 9951 ₹.",10,18,36,40
"Today, In the local market, Onion is priced at 47476 Rs..",28,33,47,52
"Yesterday, Acquired solar by paying 41273 rupees.",20,25,36,41
"On Monday, Today, mango saplings is sold for 20431 rupees.",18,32,45,50
"Earlier today, Farmer earned 18729 Rs. from goats sales.",44,49,29,34
"Early morning, They charged 9972 Rs. for wind turbines.",41,54,28,32
"Last month, The market price of blackberry plants was 13331 INR.",32,49,54,59
"A week ago, For bonsai trees, the price was 5896 ₹.",16,28,44,48
"Early morning, custard apple fetched 39697 rupees at the auction.",15,28,37,42
"Early morning, In the local market, Jackfruit is priced at 6494 INR.",36,45,59,63
"Early morning, I invested 39484 rupees for buying jackfruit tree.",50,64,26,31
"Yesterday, This season, I paid 20324 INR for seed drill.",45,55,31,36
"Early morning, We spent 49166 rupees on Capsicum repair.",40,48,24,29
"Early morning, Rs. 6156 was spent on Date Palm.",37,46,19,23
"A week ago, This season, I paid 35764 ₹ for Ridge Gourd.",44,55,32,37
"A week ago, The expense for corn seeds was 14001 rupees.",28,38,43,48
"Just now, I gave 4477 ₹ as investment for butter.",42,48,17,21
"A week ago, irrigation pipe is sold for 27330 INR today.",12,27,40,45
"Just now, Bought fishing nets today and paid 5935 rupees.",17,29,45,49
"A week ago, In the local market, Grapes is priced at 9301 Rs..",33,39,53,57
"A week ago, Amount due for Beetroot is 36647 rupees.",27,35,39,44
"Yesterday, Acquired Date Palm by paying 12299 rupees.",20,29,40,45
"Yesterday, Quoted price for Onion is 13346 rupees.",28,33,37,42
"Just now, The market price of watermelon plants was 30907 rupees.",30,47,52,57
"During the season, Acquired pesticide by paying 10250 Rs..",28,37,48,53
"Just now, We spent 12679 Rs. on Grapes repair.",32,38,19,24
"Last month, We sold Custard Apple for 18591 rupees today.",20,33,38,43
"Today, We bought banana plants for 5201 rupees at the weekly market.",17,30,35,39
mango saplings purchase cost us 29819 INR.,0,14,32,37
"Earlier today, The cost of banana tree is 17654 INR.",27,38,42,47
"Earlier today, Paid full amount 2853 ₹ for farm fencing delivery.",43,55,32,36
"Early morning, The expense for wheat seeds was 4059 Rs..",31,42,47,51
"Last month, Around noon, I spent 3111 Rs. on poultry feed.",45,57,33,37
"Yesterday, Pomegranate was sold for 47131 Rs. yesterday.",11,22,36,41
I spent 8620 ₹ on Cabbage last month.,18,25,8,12
"Today, Bought cow today and paid 42371 INR.",14,17,33,38
"Earlier today, Farmer purchased cocoa pods for 40244 rupees.",32,42,47,52
"Today, We sold drip irrigation kit for 7264 INR today.",15,34,39,43
"In March, I gave 32995 Rs. as investment for marigold flowers.",45,61,17,22
"In March, I had to pay 30410 INR for Mulberry.",37,45,23,28
"Last month, Acquired Turnip by paying 23256 rupees.",21,27,38,43
"Earlier today, They charged 30888 Rs. for drip irrigation kit.",42,61,28,33
"A week ago, Received 855 Rs. from selling Coconut.",42,49,21,24
"Today, I spent 11942 ₹ on Sweet Corn last month.",26,36,15,20
"During the season, In the local market, solar is priced at 18967 INR.",40,45,59,64
"A week ago, Spent 39249 INR on purchasing olive saplings for my farm.",42,56,18,23
"Yesterday, Today’s market rate for farm fencing is 9959 rupees.",35,47,51,55
"Yesterday, They charged 22913 Rs. for hay bales.",38,47,24,29
"Earlier today, Sold Pineapple in the market and earned 43833 ₹.",20,29,55,60
"Just now, Sold papaya tree in the market and earned 38006 Rs..",15,26,52,57
"Today, The bill for bees came to 40329 Rs..",20,24,33,38
"Today, Harvested ghee and sold for 30495 INR.",17,21,35,40
"Early morning, Pumpkin purchase came to 37499 rupees.",15,22,40,45
"Early morning, Amount paid for fish feed was 41955 INR.",31,40,45,50
"On Monday, Paid 36867 Rs. to buy Sapota (Chikoo).",33,48,16,21
"On Monday, Payment of 44661 ₹ was made for mango saplings.",43,57,22,27
₹3497 was given to buy cocoa pods.,23,33,1,5
"On Monday, In the local market, pigs is priced at 16680 rupees.",32,36,50,55
"In the evening, Harvest of olive saplings brought in 26671 ₹.",27,41,53,58
"Early morning, honey extractor is sold for 24296 rupees today.",15,30,43,48
"Yesterday, I had to pay 13674 rupees for jasmine plants.",41,55,24,29
"Earlier today, Spent 40010 rupees on purchasing corn seeds for my farm.",48,58,21,26
"A week ago, Current rate of watermelon plants is 22175 Rs..",28,45,49,54
"In March, turmeric purchase cost us 9959 rupees.",10,18,36,40
"Early morning, mulberry purchase came to 20321 Rs..",15,23,41,46
"Last month, The expense for figs was 1844 INR.",28,32,37,41
"In the evening, Sale price of seedling trays was 17618 ₹.",30,44,49,54
We bought Watermelon for 5223 ₹ at the weekly market.,10,20,25,29
"During the season, donkeys price today is 9622 Rs..",19,26,42,46
"Yesterday, The invoice for blueberry plants shows 13745 INR.",27,43,50,55
"In March, I gave 42842 ₹ as investment for Sweet Potato.",43,55,17,22
"Just now, The expense for jasmine plants was 12946 rupees.",26,40,45,50
"Today, I had to pay 7576 ₹ for mango saplings.",31,45,20,24
"During the season, Amount due for Bitter Gourd is 42042 Rs..",34,46,50,55
Harvest of pepper brought in 9085 ₹.,11,17,29,33
"Just now, Current rate of grapes is 17787 INR.",26,32,36,41
"Today, Spent 31403 Rs. on purchasing fungicide for my farm.",37,46,13,18
Pomegranate was given for 16913 rupees per kilo.,0,11,26,31
"Yesterday, Cost of rose plants amounted to 28014 Rs..",19,30,43,48
"Early morning, Farmer earned 11086 rupees from farm fencing sales.",47,59,29,34
"In March, Sold harvesting machine in the market and earned 24556 INR.",15,33,59,64
"Recently, Paid full amount 32492 ₹ for Snake Gourd delivery.",39,50,27,32
"Just now, Bought milk today and paid 12173 rupees.",17,21,37,42
"Just now, Jackfruit goes for 38771 rupees these days.",10,19,29,34
"Just now, Sold sheep in the market and earned 25374 ₹.",15,20,46,51
"On Monday, The expense for horses was 42455 rupees.",27,33,38,43
"Today, Current rate of Grapes is 11270 INR.",23,29,33,38
"On Monday, lavender plants fetched 33894 Rs. at the auction.",11,26,35,40
Farmer purchased Coconut for 35848 rupees.,17,24,29,34
"Last month, Got 44901 rupees for nursery plants this morning.",33,47,16,21
"During the season, Settled 35586 ₹ for Turnip purchase.",39,45,27,32
"On Monday, The invoice for pesticide shows 7287 rupees.",27,36,43,47
"A week ago, Carrot is fetching 45028 INR this season.",12,18,31,36
We spent 14598 ₹ on Apricot repair.,20,27,9,14
"Yesterday, oranges goes for 36035 ₹ these days.",11,18,28,33
Current rate of tomato plants is 13442 ₹.,16,29,33,38
"Yesterday, Quoted price for Banana is 39465 INR.",28,34,38,43
